id,location,fault_severity,event_type,severity_type,log_feature,volume,resource_type
1054,location 1084,1,event_type 11,severity_type 1,feature 68,2,resource_type 8
12446,location 618,1,event_type 13,severity_type 1,feature 68,2,resource_type 8
17910,location 941,0,event_type 11,severity_type 1,feature 80,1,resource_type 8
10448,location 704,2,event_type 15,severity_type 1,feature 71,1,resource_type 8
18404,location 466,0,event_type 35,severity_type 2,feature 232,1,resource_type 2
11496,location 74,1,event_type 10,severity_type 1,feature 154,1,resource_type 3
397,location 737,1,event_type 11,severity_type 1,feature 42,3,resource_type 8
8810,location 242,1,event_type 34,severity_type 2,feature 232,1,resource_type 2
9973,location 485,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
2730,location 498,0,event_type 35,severity_type 2,feature 235,3,resource_type 2
14067,location 933,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
18217,location 566,0,event_type 11,severity_type 2,feature 171,2,resource_type 8
9045,location 810,2,event_type 15,severity_type 1,feature 71,1,resource_type 8
11962,location 405,0,event_type 35,severity_type 4,feature 313,1,resource_type 2
3544,location 798,1,event_type 15,severity_type 2,feature 82,30,resource_type 8
11624,location 906,0,event_type 11,severity_type 1,feature 81,2,resource_type 8
5171,location 521,0,event_type 35,severity_type 2,feature 232,6,resource_type 2
14769,location 292,1,event_type 34,severity_type 2,feature 312,2,resource_type 2
4096,location 544,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
15551,location 812,0,event_type 11,severity_type 4,feature 51,6,resource_type 8
980,location 135,0,event_type 35,severity_type 2,feature 301,2,resource_type 2
11947,location 159,0,event_type 35,severity_type 1,feature 95,1,resource_type 2
7201,location 1090,2,event_type 11,severity_type 2,feature 202,4,resource_type 8
1856,location 783,0,event_type 20,severity_type 1,feature 134,2,resource_type 2
7206,location 124,0,event_type 35,severity_type 2,feature 312,6,resource_type 2
5472,location 821,0,event_type 54,severity_type 1,feature 82,8,resource_type 8
4372,location 857,1,event_type 11,severity_type 1,feature 170,12,resource_type 8
4906,location 998,1,event_type 11,severity_type 1,feature 54,3,resource_type 8
5958,location 122,0,event_type 35,severity_type 2,feature 313,4,resource_type 2
6491,location 734,2,event_type 15,severity_type 1,feature 172,1,resource_type 8
17493,location 909,0,event_type 13,severity_type 1,feature 179,1,resource_type 8
11024,location 131,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
8213,location 726,1,event_type 2,severity_type 1,feature 1,1,resource_type 8
6843,location 497,0,event_type 35,severity_type 2,feature 230,1,resource_type 2
11712,location 104,1,event_type 34,severity_type 2,feature 312,1,resource_type 2
4297,location 270,0,event_type 34,severity_type 2,feature 312,1,resource_type 2
13841,location 103,0,event_type 34,severity_type 2,feature 230,3,resource_type 2
10396,location 506,0,event_type 34,severity_type 2,feature 232,5,resource_type 2
8984,location 976,2,event_type 15,severity_type 2,feature 82,40,resource_type 8
5569,location 834,2,event_type 15,severity_type 2,feature 203,8,resource_type 8
17234,location 259,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
946,location 114,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
13053,location 460,0,event_type 35,severity_type 2,feature 312,5,resource_type 2
10357,location 501,0,event_type 34,severity_type 2,feature 313,3,resource_type 2
3595,location 528,0,event_type 35,severity_type 2,feature 312,1,resource_type 2
12968,location 124,0,event_type 35,severity_type 2,feature 313,6,resource_type 2
11125,location 478,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
14568,location 684,2,event_type 15,severity_type 1,feature 82,24,resource_type 2
5423,location 810,2,event_type 15,severity_type 2,feature 203,20,resource_type 8
8023,location 731,0,event_type 11,severity_type 1,feature 55,9,resource_type 8
12584,location 471,0,event_type 35,severity_type 2,feature 315,1,resource_type 2
7619,location 851,0,event_type 11,severity_type 2,feature 179,2,resource_type 8
17180,location 466,0,event_type 35,severity_type 2,feature 308,1,resource_type 2
4424,location 500,0,event_type 35,severity_type 1,feature 160,1,resource_type 2
9273,location 244,0,event_type 34,severity_type 2,feature 232,15,resource_type 2
10662,location 91,0,event_type 35,severity_type 2,feature 235,192,resource_type 2
11797,location 794,0,event_type 14,severity_type 1,feature 163,2,resource_type 4
3692,location 1019,2,event_type 15,severity_type 2,feature 82,10,resource_type 8
1565,location 39,1,event_type 20,severity_type 1,feature 219,1,resource_type 2
6326,location 984,0,event_type 13,severity_type 1,feature 273,1,resource_type 6
17356,location 136,0,event_type 35,severity_type 2,feature 232,10,resource_type 2
16969,location 255,0,event_type 35,severity_type 4,feature 312,5,resource_type 2
7480,location 684,0,event_type 15,severity_type 2,feature 82,20,resource_type 8
12434,location 579,0,event_type 11,severity_type 1,feature 73,2,resource_type 8
6201,location 906,0,event_type 11,severity_type 2,feature 81,2,resource_type 2
15265,location 1097,1,event_type 11,severity_type 1,feature 68,2,resource_type 8
7493,location 691,1,event_type 11,severity_type 2,feature 75,4,resource_type 8
2406,location 810,2,event_type 54,severity_type 1,feature 82,39,resource_type 8
3468,location 135,1,event_type 35,severity_type 2,feature 232,3,resource_type 2
2370,location 124,0,event_type 34,severity_type 2,feature 232,3,resource_type 2
9862,location 234,1,event_type 35,severity_type 2,feature 233,3,resource_type 2
15893,location 309,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
6192,location 30,1,event_type 11,severity_type 1,feature 171,1,resource_type 8
10903,location 479,0,event_type 34,severity_type 2,feature 234,1,resource_type 2
9511,location 687,0,event_type 11,severity_type 1,feature 68,1,resource_type 8
7743,location 163,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
17524,location 210,0,event_type 34,severity_type 2,feature 312,1,resource_type 2
1842,location 744,1,event_type 11,severity_type 2,feature 170,1,resource_type 8
10758,location 737,1,event_type 11,severity_type 2,feature 157,1,resource_type 8
17133,location 803,0,event_type 11,severity_type 1,feature 68,1,resource_type 8
9073,location 213,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
7736,location 756,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
7422,location 445,0,event_type 35,severity_type 2,feature 307,1,resource_type 2
14015,location 274,1,event_type 11,severity_type 2,feature 211,1,resource_type 8
11278,location 133,0,event_type 34,severity_type 2,feature 232,3,resource_type 2
7511,location 122,0,event_type 34,severity_type 2,feature 313,6,resource_type 2
4348,location 1107,0,event_type 11,severity_type 1,feature 71,7,resource_type 8
15576,location 118,0,event_type 34,severity_type 2,feature 312,20,resource_type 2
9031,location 1049,0,event_type 11,severity_type 1,feature 73,4,resource_type 8
9498,location 280,1,event_type 11,severity_type 1,feature 307,1,resource_type 2
9885,location 1031,1,event_type 20,severity_type 1,feature 134,1,resource_type 8
12765,location 756,0,event_type 54,severity_type 1,feature 170,2,resource_type 2
5650,location 808,0,event_type 11,severity_type 1,feature 193,8,resource_type 8
988,location 945,0,event_type 11,severity_type 1,feature 202,12,resource_type 8
17028,location 9,0,event_type 15,severity_type 1,feature 71,3,resource_type 2
14867,location 1111,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
15499,location 995,1,event_type 15,severity_type 1,feature 201,1,resource_type 8
6854,location 890,0,event_type 11,severity_type 1,feature 73,2,resource_type 8
14760,location 808,0,event_type 15,severity_type 1,feature 168,9,resource_type 8
1194,location 726,1,event_type 11,severity_type 1,feature 54,2,resource_type 8
223,location 1107,0,event_type 11,severity_type 1,feature 80,3,resource_type 8
17818,location 496,0,event_type 34,severity_type 2,feature 312,10,resource_type 2
4880,location 471,0,event_type 34,severity_type 2,feature 312,27,resource_type 2
16738,location 579,0,event_type 24,severity_type 1,feature 318,1,resource_type 8
15315,location 481,0,event_type 34,severity_type 2,feature 230,25,resource_type 2
8495,location 1086,0,event_type 15,severity_type 2,feature 82,18,resource_type 8
8442,location 406,1,event_type 34,severity_type 2,feature 234,2,resource_type 2
7352,location 478,0,event_type 35,severity_type 2,feature 312,4,resource_type 2
5209,location 141,0,event_type 35,severity_type 2,feature 308,1,resource_type 2
8997,location 857,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
9150,location 687,0,event_type 20,severity_type 1,feature 85,1,resource_type 2
6589,location 763,2,event_type 11,severity_type 1,feature 203,23,resource_type 8
3741,location 991,2,event_type 11,severity_type 1,feature 155,9,resource_type 8
4464,location 999,0,event_type 11,severity_type 1,feature 209,1,resource_type 8
6946,location 745,0,event_type 11,severity_type 2,feature 54,1,resource_type 8
15100,location 802,1,event_type 22,severity_type 1,feature 305,1,resource_type 7
8369,location 672,1,event_type 11,severity_type 1,feature 171,8,resource_type 8
10756,location 653,0,event_type 15,severity_type 2,feature 203,15,resource_type 8
4276,location 1094,0,event_type 11,severity_type 1,feature 196,1,resource_type 2
4309,location 1008,0,event_type 15,severity_type 2,feature 71,1,resource_type 8
9008,location 1042,0,event_type 15,severity_type 2,feature 203,9,resource_type 8
9647,location 1030,0,event_type 11,severity_type 4,feature 170,4,resource_type 8
14958,location 473,0,event_type 35,severity_type 4,feature 315,1,resource_type 2
14390,location 876,1,event_type 11,severity_type 1,feature 193,1,resource_type 8
13382,location 1020,2,event_type 11,severity_type 1,feature 1,1,resource_type 8
3004,location 768,0,event_type 11,severity_type 2,feature 55,2,resource_type 8
16040,location 779,1,event_type 15,severity_type 2,feature 80,1,resource_type 8
14970,location 395,2,event_type 11,severity_type 1,feature 277,4,resource_type 2
4673,location 794,0,event_type 11,severity_type 1,feature 163,4,resource_type 4
15589,location 495,0,event_type 35,severity_type 2,feature 232,33,resource_type 2
5265,location 663,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
10202,location 700,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
15456,location 684,2,event_type 11,severity_type 1,feature 82,101,resource_type 8
16376,location 684,0,event_type 11,severity_type 1,feature 71,1,resource_type 8
18150,location 810,0,event_type 11,severity_type 1,feature 71,1,resource_type 8
3904,location 845,1,event_type 15,severity_type 2,feature 203,1,resource_type 8
4825,location 300,0,event_type 35,severity_type 2,feature 227,1,resource_type 2
2405,location 1063,0,event_type 11,severity_type 1,feature 195,5,resource_type 8
5573,location 823,1,event_type 15,severity_type 2,feature 193,1,resource_type 8
11877,location 466,0,event_type 35,severity_type 2,feature 312,4,resource_type 2
10860,location 475,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
13732,location 1066,0,event_type 11,severity_type 2,feature 68,5,resource_type 8
3647,location 155,0,event_type 34,severity_type 2,feature 232,5,resource_type 2
869,location 282,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
4288,location 1070,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
15401,location 133,0,event_type 34,severity_type 2,feature 312,4,resource_type 2
766,location 181,0,event_type 35,severity_type 2,feature 313,2,resource_type 2
3548,location 131,1,event_type 34,severity_type 2,feature 227,1,resource_type 2
13414,location 763,0,event_type 54,severity_type 1,feature 82,8,resource_type 8
7585,location 1008,1,event_type 15,severity_type 2,feature 203,1,resource_type 8
5448,location 529,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
6018,location 830,0,event_type 11,severity_type 1,feature 54,2,resource_type 8
13331,location 896,0,event_type 43,severity_type 1,feature 376,1,resource_type 2
18451,location 1107,0,event_type 15,severity_type 1,feature 71,6,resource_type 8
13371,location 763,2,event_type 15,severity_type 2,feature 203,6,resource_type 8
18029,location 798,1,event_type 15,severity_type 2,feature 82,8,resource_type 8
2274,location 1034,0,event_type 11,severity_type 1,feature 54,6,resource_type 8
13399,location 814,0,event_type 11,severity_type 1,feature 167,4,resource_type 8
8862,location 527,0,event_type 34,severity_type 2,feature 232,2,resource_type 2
12005,location 850,1,event_type 11,severity_type 1,feature 80,3,resource_type 8
11527,location 763,2,event_type 11,severity_type 1,feature 74,5,resource_type 8
3674,location 1050,2,event_type 13,severity_type 1,feature 54,2,resource_type 8
11197,location 480,0,event_type 35,severity_type 2,feature 310,2,resource_type 2
2824,location 793,0,event_type 11,severity_type 1,feature 73,13,resource_type 8
7369,location 778,1,event_type 15,severity_type 2,feature 203,1,resource_type 8
4865,location 116,0,event_type 34,severity_type 2,feature 312,1,resource_type 2
12596,location 218,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
5828,location 732,0,event_type 11,severity_type 1,feature 55,8,resource_type 8
11472,location 821,0,event_type 11,severity_type 1,feature 203,2,resource_type 8
3480,location 133,0,event_type 34,severity_type 2,feature 315,1,resource_type 2
199,location 126,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
9737,location 130,1,event_type 35,severity_type 2,feature 312,2,resource_type 2
18484,location 535,1,event_type 10,severity_type 5,feature 153,1,resource_type 3
17627,location 1018,0,event_type 11,severity_type 1,feature 193,4,resource_type 8
